Compound_Name,File_Name,Pose_Number,Affinity,CNNaffinity,CNNvariance,Intramolecular_energy,SMILES
 ZINC000046074558,IHAAMM.xaa_ligand_0088_docked.pdbqt,1.0,-6.47967,5.64817,0.04507,-0.35186,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=[C][C]=C([C]=[C]1)Cl	
 ZINC000046074551,IHAAMM.xaa_ligand_0089_docked.pdbqt,1.0,-6.26364,5.64369,0.09986,-0.33008,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=[C][C]=[C]C(=[C]1)Cl	
 ZINC000046074561,IHAAMM.xaa_ligand_0090_docked.pdbqt,1.0,-6.26952,5.71929,0.05001,-0.63702,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=[C][C]=C([C]=[C]1)Cl	
 ZINC000046074723,IHAAMM.xaa_ligand_0091_docked.pdbqt,7.0,-5.55138,5.97992,0.22698,-1.0926,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)[C])C(=O)NC1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000046074787,IHAAMM.xaa_ligand_0092_docked.pdbqt,1.0,-6.95411,5.91666,0.06704,-0.38985,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C]C(=[C][C]=[C]1)[C])C(=O)NC1=[C][C]=C([C])[C]=[C]1	
 ZINC000046074726,IHAAMM.xaa_ligand_0093_docked.pdbqt,1.0,-6.70562,5.87713,0.09915,-0.62566,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)[C])C(=O)NC1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000046074806,IHAAMM.xaa_ligand_0094_docked.pdbqt,1.0,-6.91489,5.92169,0.05995,-0.37806,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=[C][C]=C2F)C(=O)[N]1)S[C]C1=[C][C]=[C]C(=[C]1)[C]	
 ZINC000046074719,IHAAMM.xaa_ligand_0095_docked.pdbqt,2.0,-6.58428,6.06375,0.11947,-0.47084,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C][C]=C1[C])C(=O)NC1=C([C]=[C][C]=[C]1)[C][C]	
 ZINC000046074713,IHAAMM.xaa_ligand_0096_docked.pdbqt,6.0,-5.96244,5.53074,0.13936,-0.67641,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=C([C]=[C]2)F)C(=O)[N]1)S[C]C1=[C][C]=[C][C]=C1[C]	
 ZINC000046074826,IHAAMM.xaa_ligand_0097_docked.pdbqt,1.0,-6.70961,6.11626,0.10135,-0.44529,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C]C(=[C][C]=[C]1)[C])C(=O)NC1=C([C]=[C][C]=[C]1)[C][C]	
 ZINC000046074781,IHAAMM.xaa_ligand_0098_docked.pdbqt,2.0,-6.39682,5.78137,0.05899,-0.91646,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=C([C]=[C][C]=[C]2)[C])C(=O)[N]1)S[C]C1=[C]C(=[C][C]=[C]1)[C]	
 ZINC000046074823,IHAAMM.xaa_ligand_0099_docked.pdbqt,3.0,-6.21572,5.93882,0.08199,-1.10521,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C]C(=[C][C]=[C]1)[C])C(=O)NC1=[C][C]=[C][C]=C1[C][C]	
 ZINC000046074683,IHAAMM.xaa_ligand_0100_docked.pdbqt,1.0,-6.72661,5.78901,0.097,-0.53118,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)[C])C(=O)NC1=[C][C]=C([C])[C]=[C]1	
 ZINC000046074812,IHAAMM.xaa_ligand_0101_docked.pdbqt,1.0,-6.73819,5.84512,0.05414,-0.40384,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C]C(=[C][C]=[C]2)F)C(=O)[N]1)S[C]C1=[C][C]=[C]C(=[C]1)[C]	
 ZINC000046074670,IHAAMM.xaa_ligand_0102_docked.pdbqt,4.0,-6.28518,5.70249,0.06383,-0.77406,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=C([C]=[C][C]=[C]2)[C])C(=O)[N]1)S[C]C1=C([C])[C]=[C][C]=[C]1	
 ZINC000046074821,IHAAMM.xaa_ligand_0103_docked.pdbqt,1.0,-6.44044,5.80111,0.05058,-0.69113,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=C([C]=[C]2)F)C(=O)[N]1)S[C]C1=[C]C(=[C][C]=[C]1)[C]	
 ZINC000046074809,IHAAMM.xaa_ligand_0104_docked.pdbqt,2.0,-6.59986,5.7852,0.05973,-0.74855,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=[C][C]=C2F)C(=O)[N]1)S[C]C1=[C]C(=[C][C]=[C]1)[C]	
 ZINC000046074833,IHAAMM.xaa_ligand_0105_docked.pdbqt,1.0,-6.91145,6.01368,0.07831,-0.46779,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C]C(=[C][C]=[C]1)[C])C(=O)NC1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000046074673,IHAAMM.xaa_ligand_0106_docked.pdbqt,6.0,-5.87861,5.71435,0.15827,-0.67211,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)[C])C(=O)NC1=[C][C]=[C]C(=[C]1)[C]	
 ZINC000046074667,IHAAMM.xaa_ligand_0107_docked.pdbqt,1.0,-6.75798,5.92298,0.09382,-0.26772,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=[C][C]=C2[C])C(=O)[N]1)S[C]C1=C([C])[C]=[C][C]=[C]1	
 ZINC000046074710,IHAAMM.xaa_ligand_0108_docked.pdbqt,1.0,-6.50942,5.78275,0.07936,-0.4641,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=C([C]=[C]2)F)C(=O)[N]1)S[C]C1=C([C])[C]=[C][C]=[C]1	
 ZINC000046074830,IHAAMM.xaa_ligand_0109_docked.pdbqt,2.0,-5.89048,5.55309,0.0557,-1.09502,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C]C(=[C][C]=[C]1)[C])C(=O)NC1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000046074704,IHAAMM.xaa_ligand_0110_docked.pdbqt,1.0,-6.59873,5.88059,0.09391,-0.48717,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=[C][C]=C2F)C(=O)[N]1)S[C]C1=C([C])[C]=[C][C]=[C]1	
 ZINC000046074680,IHAAMM.xaa_ligand_0111_docked.pdbqt,1.0,-6.41626,5.75485,0.06258,-0.69286,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)[C])C(=O)NC1=[C][C]=C([C])[C]=[C]1	
 ZINC000046074818,IHAAMM.xaa_ligand_0112_docked.pdbqt,1.0,-6.77184,5.78933,0.04757,-0.39131,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=C([C]=[C]2)F)C(=O)[N]1)S[C]C1=[C][C]=[C]C(=[C]1)[C]	
 ZINC000046074707,IHAAMM.xaa_ligand_0113_docked.pdbqt,8.0,-5.69375,5.6699,0.21397,-0.74855,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=[C][C]=C2F)C(=O)[N]1)S[C]C1=[C][C]=[C][C]=C1[C]	
 ZINC000046074815,IHAAMM.xaa_ligand_0114_docked.pdbqt,5.0,-6.4581,5.70042,0.01508,-0.66292,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C]C(=[C][C]=[C]2)F)C(=O)[N]1)S[C]C1=[C]C(=[C][C]=[C]1)[C]	
 ZINC000046074677,IHAAMM.xaa_ligand_0115_docked.pdbqt,1.0,-6.51531,5.93835,0.11904,-0.47845,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)[C])C(=O)NC1=[C][C]=[C]C(=[C]1)[C]	
 ZINC000046074778,IHAAMM.xaa_ligand_0116_docked.pdbqt,1.0,-7.02016,5.9373,0.05525,-0.2445,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=[C][C]=C2[C])C(=O)[N]1)S[C]C1=[C][C]=[C]C(=[C]1)[C]	
 ZINC000046074716,IHAAMM.xaa_ligand_0117_docked.pdbqt,8.0,-5.98966,5.91513,0.12555,-0.68611,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)[C])C(=O)NC1=[C][C]=[C][C]=C1[C][C]	
 ZINC000046074944,IHAAMM.xaa_ligand_0118_docked.pdbqt,1.0,-6.84745,5.71847,0.04979,-0.384,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=C([C]=[C]2)F)C(=O)[N]1)S[C]C1=[C][C]=C([C])[C]=[C]1	
 ZINC000046074956,IHAAMM.xaa_ligand_0119_docked.pdbqt,8.0,-5.80308,5.81761,0.21371,-0.62151,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=C([C]=[C]1)[C])C(=O)NC1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000046075154,IHAAMM.xaa_ligand_0120_docked.pdbqt,9.0,-5.80387,5.45379,0.18624,-0.48474,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=C([C]=[C]1)Cl)C(=O)NC1=[C][C]=[C][C]=[C]1	
 ZINC000046075256,IHAAMM.xaa_ligand_0121_docked.pdbqt,7.0,-5.76462,5.70069,0.16165,-0.61901,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)F)C(=O)NC1=[C][C]=C([C])[C]=[C]1	
 ZINC000046075249,IHAAMM.xaa_ligand_0122_docked.pdbqt,8.0,-5.747,5.56501,0.53387,-0.64117,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)F)C(=O)NC1=[C][C]=[C]C(=[C]1)[C]	
 ZINC000046075243,IHAAMM.xaa_ligand_0123_docked.pdbqt,7.0,-5.80197,5.56919,0.08329,-1.04453,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)F)C(=O)NC1=C([C])[C]=[C][C]=[C]1	
 ZINC000046075079,IHAAMM.xaa_ligand_0124_docked.pdbqt,1.0,-6.55494,5.84022,0.06409,-0.39116,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C]C(=[C][C]=[C]1)Cl)C(=O)NC1=[C][C]=[C][C]=[C]1	
 ZINC000046074917,IHAAMM.xaa_ligand_0125_docked.pdbqt,1.0,-7.02075,5.85166,0.06162,-0.38265,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=C([C]=[C]2)[C])C(=O)[N]1)S[C]C1=[C][C]=C([C])[C]=[C]1	
 ZINC000046074920,IHAAMM.xaa_ligand_0126_docked.pdbqt,9.0,-5.53656,5.68193,0.21941,-0.63084,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=C([C]=[C]2)[C])C(=O)[N]1)S[C]C1=[C][C]=C([C])[C]=[C]1	
 ZINC000046074938,IHAAMM.xaa_ligand_0127_docked.pdbqt,1.0,-6.9812,5.8775,0.06264,-0.38871,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=[C][C]=C2F)C(=O)[N]1)S[C]C1=[C][C]=C([C])[C]=[C]1	
 ZINC000046074914,IHAAMM.xaa_ligand_0128_docked.pdbqt,1.0,-6.8682,5.35106,0.02793,-0.75351,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C]C(=[C][C]=[C]2)[C])C(=O)[N]1)S[C]C1=[C][C]=C([C])[C]=[C]1	
 ZINC000046074947,IHAAMM.xaa_ligand_0129_docked.pdbqt,6.0,-5.79818,5.2708,0.24642,-0.76649,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=C([C]=[C]2)F)C(=O)[N]1)S[C]C1=[C][C]=C([C])[C]=[C]1	
 ZINC000046074906,IHAAMM.xaa_ligand_0130_docked.pdbqt,1.0,-7.07879,5.89079,0.05189,-0.28282,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=[C][C]=C2[C])C(=O)[N]1)S[C]C1=[C][C]=C([C])[C]=[C]1	
 ZINC000046074953,IHAAMM.xaa_ligand_0131_docked.pdbqt,1.0,-6.86726,6.05742,0.08761,-0.43128,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=C([C]=[C]1)[C])C(=O)NC1=C([C]=[C][C]=[C]1)[C][C]	
 ZINC000046075008,IHAAMM.xaa_ligand_0132_docked.pdbqt,6.0,-5.64998,5.77535,0.36257,-0.27949,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)Cl)C(=O)NC1=[C][C]=[C][C]=[C]1	
 ZINC000046075246,IHAAMM.xaa_ligand_0133_docked.pdbqt,1.0,-6.95188,5.80162,0.04988,-0.26391,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C][C]=C1F)C(=O)NC1=C([C])[C]=[C][C]=[C]1	
 ZINC000046074912,IHAAMM.xaa_ligand_0134_docked.pdbqt,1.0,-6.57974,5.94247,0.1221,-0.40009,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C]C(=[C][C]=[C]2)[C])C(=O)[N]1)S[C]C1=[C][C]=C([C])[C]=[C]1	
 ZINC000046075157,IHAAMM.xaa_ligand_0135_docked.pdbqt,1.0,-6.58637,5.77458,0.08415,-0.3286,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=C([C]=[C]1)Cl)C(=O)NC1=[C][C]=[C][C]=[C]1	
 ZINC000046074909,IHAAMM.xaa_ligand_0136_docked.pdbqt,5.0,-6.09372,5.39034,0.15894,-0.85939,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=C([C]=[C][C]=[C]2)[C])C(=O)[N]1)S[C]C1=[C][C]=C([C])[C]=[C]1	
 ZINC000046074950,IHAAMM.xaa_ligand_0137_docked.pdbqt,7.0,-5.96645,5.83953,0.2063,-0.93483,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=C([C]=[C]1)[C])C(=O)NC1=C([C]=[C][C]=[C]1)[C][C]	
 ZINC000046075253,IHAAMM.xaa_ligand_0138_docked.pdbqt,1.0,-6.5184,5.85968,0.08111,-0.50316,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)F)C(=O)NC1=[C][C]=[C]C(=[C]1)[C]	
 ZINC000046074959,IHAAMM.xaa_ligand_0139_docked.pdbqt,1.0,-6.97476,5.93322,0.07393,-0.48116,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=C([C]=[C]1)[C])C(=O)NC1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000046075005,IHAAMM.xaa_ligand_0140_docked.pdbqt,6.0,-5.51274,5.51098,0.19606,-0.81931,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=C([C]=[C][C]=[C]1)Cl)C(=O)NC1=[C][C]=[C][C]=[C]1	
 ZINC000046075077,IHAAMM.xaa_ligand_0141_docked.pdbqt,9.0,-5.74278,5.46799,0.0868,-0.43767,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C]C(=[C]1)Cl)C(=O)NC1=[C][C]=[C][C]=[C]1	
 ZINC000046074941,IHAAMM.xaa_ligand_0142_docked.pdbqt,7.0,-6.04999,5.56895,0.17557,-0.59638,C1(=NC2=C([C]([C]C(=O)N2)C(=O)NC2=[C][C]=[C][C]=C2F)C(=O)[N]1)S[C]C1=[C][C]=C([C])[C]=[C]1	
 ZINC000046075353,IHAAMM.xaa_ligand_0143_docked.pdbqt,1.0,-6.98188,5.83835,0.0426,-0.2514,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=C([C]=[C]1)F)C(=O)NC1=C([C])[C]=[C][C]=[C]1	
 ZINC000046075495,IHAAMM.xaa_ligand_0144_docked.pdbqt,1.0,-6.38128,5.82332,0.06932,-0.93459,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=[C][C]=C([C])[C]=C1[C]	
 ZINC000046075258,IHAAMM.xaa_ligand_0145_docked.pdbqt,1.0,-6.83408,5.80769,0.08434,-0.39448,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C][C]=C1F)C(=O)NC1=[C][C]=C([C])[C]=[C]1	
 ZINC000046075358,IHAAMM.xaa_ligand_0146_docked.pdbqt,2.0,-6.45979,5.81758,0.08232,-0.38285,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=C([C]=[C]1)F)C(=O)NC1=[C][C]=[C]C(=[C]1)[C]	
 ZINC000046075492,IHAAMM.xaa_ligand_0147_docked.pdbqt,1.0,-6.90126,6.01271,0.04789,-0.34008,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C][C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=[C][C]=C([C])[C]=C1[C]	
 ZINC000046075350,IHAAMM.xaa_ligand_0148_docked.pdbqt,8.0,-5.93191,5.43461,0.03285,-0.62036,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=C([C]=[C]1)F)C(=O)NC1=C([C])[C]=[C][C]=[C]1	
 ZINC000046075488,IHAAMM.xaa_ligand_0149_docked.pdbqt,4.0,-6.14388,5.79451,0.08928,-0.79213,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C][C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=[C][C]=C([C])[C]=C1[C]	
 ZINC000046075364,IHAAMM.xaa_ligand_0150_docked.pdbqt,1.0,-6.96114,5.78152,0.04295,-0.33615,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=C([C]=[C]1)F)C(=O)NC1=[C][C]=C([C])[C]=[C]1	
 ZINC000046075589,IHAAMM.xaa_ligand_0151_docked.pdbqt,2.0,-5.86785,5.64337,0.06895,-1.10285,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C][C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=[C][C]=C([C])C(=[C]1)[C]	
 ZINC000046075356,IHAAMM.xaa_ligand_0152_docked.pdbqt,8.0,-5.79717,5.55169,0.13436,-0.64469,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=C([C]=[C]1)F)C(=O)NC1=[C][C]=[C]C(=[C]1)[C]	
 ZINC000046075498,IHAAMM.xaa_ligand_0153_docked.pdbqt,1.0,-7.07181,5.88071,0.05371,-0.19649,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=[C][C]=C([C])[C]=C1[C]	
 ZINC000046075361,IHAAMM.xaa_ligand_0154_docked.pdbqt,7.0,-5.72583,5.46448,0.11946,-0.66195,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=C([C]=[C]1)F)C(=O)NC1=[C][C]=C([C])[C]=[C]1	
 ZINC000046075593,IHAAMM.xaa_ligand_0155_docked.pdbqt,1.0,-6.57967,5.93757,0.04428,-0.52166,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C][C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=[C]C(=C([C])[C]=[C]1)[C]	
 ZINC000046075599,IHAAMM.xaa_ligand_0156_docked.pdbqt,9.0,-5.53179,5.91901,0.33522,-0.42697,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=[C]C(=C([C])[C]=[C]1)[C]	
 ZINC000046075596,IHAAMM.xaa_ligand_0157_docked.pdbqt,4.0,-6.16626,5.8251,0.30195,-0.64567,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=[C][C]=C([C])C(=[C]1)[C]	
 ZINC000046075711,IHAAMM.xaa_ligand_0158_docked.pdbqt,8.0,-5.93638,5.54665,0.3144,-0.63442,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=C([C])[C]=[C]C(=[C]1)F	
 ZINC000046075714,IHAAMM.xaa_ligand_0159_docked.pdbqt,3.0,-6.35539,5.85429,0.13044,-0.31331,[C]1([C]C(=O)NC2=C1C(=O)[N]C(=N2)S[C]C1=[C][C]=[C][C]=[C]1)C(=O)NC1=C([C])[C]=[C]C(=[C]1)F	
 ZINC000017247579,IHAAMM.xaa_ligand_0160_docked.pdbqt,3.0,-6.37558,5.14339,0.43366,-0.60488,S(=O)(=O)(C1=[C]C2=C3N(C(=O)[C]([C])C3=[C]1)[C][C][C]2)[N]C1=[C][C]=C([C]=[C]1)OC(F)(F)F	
 ZINC000017248163,IHAAMM.xaa_ligand_0161_docked.pdbqt,1.0,-5.98942,5.49102,0.06205,-0.51007,S(=O)(=O)(C1=[C][C]=C([C]=[C]1)NC(=O)[C]([C])[C])[N]C1=[C][C]=C2N(C(=O)[C][C])[C][C][C]C2=[C]1	
 ZINC000012557110,IHAAMM.xaa_ligand_0162_docked.pdbqt,7.0,-4.91742,5.22117,0.27773,-0.86299,N(C1=[C]C(=[C][C]=C1O[C][C]O[C])C(F)(F)F)S(=O)(=O)C1=C(C(=[C]C(=[C]1)C(=O)[O])[C])[C]	
 ZINC000012560477,IHAAMM.xaa_ligand_0163_docked.pdbqt,1.0,-6.00204,5.53778,0.06944,-0.7127,N(C(=O)C1=[C][C]=C([C]=[C]1)S(=O)(=O)[N]C1=[C][C]=[C][C]=[C]1)([C])[C]C(=O)NC1=[C][C]=C([C])[C]=[C]1	
 ZINC000017287044,IHAAMM.xaa_ligand_0164_docked.pdbqt,1.0,-5.73798,5.45959,0.25784,-0.13045,N1([C][C][C]C2=C1[C]=[C]C(=[C]2)[N]S(=O)(=O)C1=[C][C]=[C]C(=[C]1)Cl)S(=O)(=O)[C][C][C]	
 ZINC000005345194,IHAAMM.xaa_ligand_0165_docked.pdbqt,7.0,-5.23438,5.24493,0.04276,-1.37013,C1(=[C][C]=C([C]=[C]1)[N]S(=O)(=O)C1=[C][C]=[C][C]=[C]1)C(=O)N[C][C]OC1=C([C]=[C][C]=[C]1)Cl	
 ZINC000012769368,IHAAMM.xaa_ligand_0166_docked.pdbqt,3.0,-4.52705,5.62768,0.0276,-2.10051,C(=O)(NC1=C([C]=[C]C(=[C]1)S(=O)(=O)N([C][C])[C][C])[O])[C]OC1=C([C]=[C][C]=[C]1)[C]([C])[C][C]	
 ZINC000017269612,IHAAMM.xaa_ligand_0167_docked.pdbqt,1.0,-5.8335,5.445,0.05535,-0.57567,S(=O)(=O)(C1=[C][C]=C([C]=[C]1)NC(=O)[C][C][C])[N]C1=[C][C]=C2C(=[C]1)[C][C][C]N2C(=O)[C][C]	
 ZINC000017269632,IHAAMM.xaa_ligand_0168_docked.pdbqt,1.0,-5.60309,5.60497,0.13641,-0.8555,S(=O)(=O)(C1=[C][C]=C([C]=[C]1)NC(=O)[C][C][C])[N]C1=[C]C2=C([C]=[C]1)[C][C][C]N2C(=O)[C][C]	
 ZINC000017271338,IHAAMM.xaa_ligand_0169_docked.pdbqt,9.0,-4.78942,5.29991,0.03619,-1.26685,C1(=[C]N=C([N]C1=O)S[C]C(=O)N[C]1[C][C][C][C]1)S(=O)(=O)C1=[C][C]=C([C]=[C]1)[C][C][C][C]	
 ZINC000020986975,IHAAMM.xaa_ligand_0170_docked.pdbqt,3.0,-5.77981,5.79991,0.17023,-1.16795,[C]1(N=C(N=C2[C]C(=O)[N]N12)C1=[C][C]=C([C]=[C]1)Cl)S[C]C(=O)NC1=C([C]=[C][C]=[C]1)F	
 ZINC000020986950,IHAAMM.xaa_ligand_0171_docked.pdbqt,1.0,-6.23056,5.81338,0.08843,-1.21709,S([C]1N=C(N=C2[C]C(=O)[N]N12)C1=[C][C]=[C][C]=[C]1)[C]C(=O)NC1=[C][C]=[C]C(=[C]1)C(F)(F)F	
 ZINC000021537193,IHAAMM.xaa_ligand_0172_docked.pdbqt,2.0,-5.91923,5.50302,0.08507,-1.17397,[C]1(N=C(N=C2[C]C(=O)[N]N12)C1=[C][C]=[C][C]=C1Cl)S[C]C(=O)NC1=[C][C]=C([C]=[C]1)F	
 ZINC000048273858,IHAAMM.xaa_ligand_0173_docked.pdbqt,6.0,-5.2665,5.2064,0.14034,-0.50981,C1(=[C][C]=[C]C(=[C]1)C(=O)N1[C][C]O[C]2[C][C][C][C][C]12)[N]S(=O)(=O)C1=[C]C(=[C][C]=C1[C])[C]	
 ZINC000048273861,IHAAMM.xaa_ligand_0174_docked.pdbqt,5.0,-5.96126,5.16443,0.37122,0.17216,C1(=[C]C(=[C][C]=[C]1)C(=O)N1[C][C]O[C]2[C][C][C][C][C]12)[N]S(=O)(=O)C1=C([C]=[C]C(=[C]1)[C])[C]	
 ZINC000048273855,IHAAMM.xaa_ligand_0175_docked.pdbqt,9.0,-5.22354,5.3343,0.56082,-0.06359,C1(=[C][C]=[C]C(=[C]1)C(=O)N1[C][C]O[C]2[C][C][C][C][C]12)[N]S(=O)(=O)C1=C([C]=[C]C(=[C]1)[C])[C]	
 ZINC000048273864,IHAAMM.xaa_ligand_0176_docked.pdbqt,5.0,-5.73065,5.16754,0.08886,0.06714,C1(=[C][C]=[C]C(=[C]1)C(=O)N1[C][C]O[C]2[C][C][C][C][C]12)[N]S(=O)(=O)C1=[C]C(=[C][C]=C1[C])[C]	
 ZINC000017303378,IHAAMM.xaa_ligand_0177_docked.pdbqt,7.0,-5.04922,6.11213,0.06792,-1.80691,N(C(=O)[C][C]N1C(=S)[N]N=C1C1=[C]C(=[C][C]=[C]1)[C])c1c([C])n(n(c1=O)C1=[C][C]=[C][C]=[C]1)[C]	
 ZINC000020987088,IHAAMM.xaa_ligand_0178_docked.pdbqt,6.0,-5.91229,5.73261,0.07738,-1.2182,S([C]1N=C(N=C2[C]C(=O)[N]N12)C1=[C][C]=[C][C]=[C]1)[C]C(=O)NC1=[C][C]=[C][C]=C1C(F)(F)F	
 ZINC000022959184,IHAAMM.xaa_ligand_0179_docked.pdbqt,6.0,-5.23844,5.31612,0.33848,-1.18657,[N](C1=[C][C]=C([C]=[C]1)SC1=NN=[C]N1[C])S(=O)(=O)C1=[C]C(=[C][C]=[C]1)OC(F)(F)F	
